NOM_LIEU,DEP,COMMUNE,CODE_INSEE,CODE_POSTAL,RAYONNEMENT,GPE_800M,GPE_STATION,GPE_LIGNE,CARTO_BIB,BIB_RECENT2000,BIB_OUV_DIM,BIB_SURFM2,BIB_GESTION,BIB_CODE_OBS_LIVRE,CARTO_CINEMA,CINE_TYPE,CINE_NBRE_ECRAN,CARTO_MUSEE,MUSEE_TYPE,CENTRE_INTERPRETATION,CARTO_EXPO,EXPO_TYPE,EXPO_TRAM,CARTO_PATRIMOINE,MAISON_ILLUSTRES,CARTO_SPECTACLE,SPECT_TYPE,RES_G20_T,RES_ACTES_IF,CARTO_ENSEIGNEMENT,ENS_SUP_CULTURE,CARTO_PRATIQUES_AMATEURS,PRATIQUES_AMATEURS,CARTO_FREQ,FREQ_2013,ARCHIVES,N_VOIE,C_SUF1,C_SUF2,C_SUF3,C_DESI,C_LIAISON,L_VOIE,N_SQ_EP,C_NIV1,C_NIV2,C_NIV3,COORD_X,COORD_Y
Paris-Ateliers: site Reuilly,75.0,Paris 12e Arrondissement,75112.0,75012.0,3.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,13.0,,,,7.0,,,,COUR,,ALSACE LORRAINE,752004338.0,13.0,134.0,13411.0,6552039416.0,6860809287.0
Paris-Ateliers: site Roquette,75.0,Paris 11e Arrondissement,75111.0,75011.0,3.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,13.0,,,,141.0,,,,RUE,,ROQUETTE,752004336.0,13.0,134.0,13411.0,6548077606.0,6862269309.0
Paris-Ateliers: site Saint-Blaise,75.0,Paris 20e Arrondissement,75120.0,75020.0,3.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,13.0,,,,38.0,,,,RUE,,SAINT-BLAISE,752004367.0,13.0,134.0,13411.0,6563678116.0,6862291873.0
Paris-Ateliers: site Sampaix,75.0,Paris 10e Arrondissement,75110.0,75010.0,3.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,13.0,,,,28.0,,,,RUE,,LUCIEN SAMPAIX,752004331.0,13.0,134.0,13411.0,6531486118.0,6863823539.0
Paris-Ateliers: site Souham,75.0,Paris 13e Arrondissement,75113.0,75013.0,3.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,13.0,,,,3.0,,,,PL,,SOUHAM,752004342.0,13.0,134.0,13411.0,6536161169.0,6858948216.0
Paris-Ateliers: site Vacquerie,75.0,Paris 11e Arrondissement,75111.0,75011.0,3.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,13.0,,,,3.0,,,,RUE,,LA VACQUERIE,752004335.0,13.0,134.0,13411.0,6548998854.0,6862112927.0
Paris-Ateliers: site Vaugirard,75.0,Paris 6e Arrondissement,75106.0,75006.0,3.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,13.0,,,,85.0,,,,RUE,,VAUGIRARD,752004326.0,13.0,134.0,13411.0,6503431357.0,6860869017.0
Passionnement Artiste,75.0,Paris 13e Arrondissement,75113.0,75013.0,3.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,11.0,,,,66.0,,,,RUE,DE,PATAY,753000235.0,13.0,132.0,13211.0,6539701497.0,6858699922.0
Path Beaugrenelle,75.0,Paris 15e Arrondissement,75115.0,75015.0,2.0,Non,,,,,,,,,Oui,gnraliste,10.0,,,,,,,,,,,,,,,,,,,,7.0,,,,RUE,,LINOIS,753002021.0,13.0,136.0,13611.0,6473417205.0,6861251485.0
Patricia Dorfmann,75.0,Paris 4e Arrondissement,75104.0,75004.0,3.0,Non,,,,,,,,,,,,,,,Oui,autres,,,,,,,,,,,,,,,61.0,,,,RUE,DE LA,VERRERIE,753001220.0,13.0,133.0,13321.0,6525060184.0,686219358.0
Pavillon de l'Arsenal,75.0,Paris 4e Arrondissement,75104.0,75004.0,1.0,Non,,,,,,,,,,,,Oui,,ville,Oui,architecture,,,,,,,,,,,,,,,21.0,,,,BD,,MORLAND,753002053.0,13.0,133.0,13321.0,6532111591.0,6861371781.0
Peter Goss - Danse,75.0,Paris 10e Arrondissement,75110.0,75010.0,3.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,11.0,,,,7.0,,,,RUE,DES,PETITES ECURIES,753000829.0,13.0,132.0,13211.0,652582846.0,6863859934.0
Petit Journal de Montparnasse,75.0,Paris 14e Arrondissement,75114.0,75014.0,3.0,Non,,,,,,,,,,,,,,,,,,,,Oui,autre,,,,,,,,,,13.0,,,,RUE,,COMMANDANT RENE MOUCHOTTE,752004060.0,13.0,133.0,13313.0,6501391249.0,6860079511.0
Petit Palais - Muse des Beaux Arts de la Ville de Paris,75.0,Paris 8e Arrondissement,75108.0,75008.0,1.0,Non,,,,,,,,,,,,Oui,MF,,,arts plastiques,,,,,,,,,,,,Oui,528972.0,,2.0,,,,AV,,WINSTON CHURCHILL,752003601.0,13.0,133.0,13311.0,6497083363.0,6863100928.0
Petit Palais des Glaces,75.0,Paris 10e Arrondissement,75110.0,75010.0,3.0,Non,,,,,,,,,,,,,,,,,,,,Oui,autre,,,,,,,,,,37.0,,,,RUE,,FAUBOURG DU TEMPLE,752003752.0,13.0,133.0,13312.0,6536609975.0,6863421166.0
Petit Thtre de Paris,75.0,Paris 9e Arrondissement,75109.0,75009.0,3.0,Non,,,,,,,,,,,,,,,,,,,,Oui,autre,,,,,,,,,,15.0,,,,RUE,,BLANCHE,752003726.0,13.0,133.0,13312.0,6509723364.0,6864502064.0
Philharmonie de Paris,75.0,Paris 19e Arrondissement,75119.0,75019.0,1.0,Non,,,,,,,,,,,,,,,,,,,,Oui,autre,,,,,,,,,,221.0,,,,AV,,Jean Jaurs,753003331.0,13.0,133.0,13313.0,6556158286.0,6865803562.0
Philippe Fregnac,75.0,Paris 6e Arrondissement,75106.0,75006.0,3.0,Non,,,,,,,,,,,,,,,Oui,autres,,,,,,,,,,,,,,,50.0,,,,RUE,,JACOB,753001121.0,13.0,133.0,13321.0,6510357852.0,6861982733.0
Piano Paris 15 eme,75.0,Paris 15e Arrondissement,75115.0,75015.0,3.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,11.0,,,,51.0,,,,RUE,DE LA,PROCESSION,753000250.0,13.0,132.0,13211.0,6493130874.0,6859860279.0
Pierre Marie Vitoux,75.0,Paris 4e Arrondissement,75104.0,75004.0,3.0,Non,,,,,,,,,,,,,,,Oui,autres,,,,,,,,,,,,,,,3.0,,,,RUE,D',ORMESSON,753000988.0,13.0,133.0,13321.0,6532570765.0,6861864954.0
Pinacothque de Paris,75.0,Paris 8e Arrondissement,75108.0,75008.0,1.0,Non,,,,,,,,,,,,,,,Oui,autres,,,,,,,,,,,,,,,28.0,,,,PL,DE LA,MADELEINE,753000025.0,13.0,133.0,13321.0,6505496792.0,6863619155.0
Pixel,75.0,Paris 18e Arrondissement,75118.0,75018.0,3.0,Non,,,,,,,,,,,,,,,,,,,,Oui,autre,,,,,,,,,,18.0,,,,RUE,,CHAMPIONNET,752003830.0,13.0,133.0,13312.0,6524233427.0,6866348011.0
Play Notes,75.0,Paris 15e Arrondissement,75115.0,75015.0,3.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,11.0,,,,115.0,,,,RUE,DE L',ABBE GROULT,753000747.0,13.0,132.0,13211.0,6486595983.0,6859886747.0
Polad-Hardouin Art Contemporain,75.0,Paris 3e Arrondissement,75103.0,75003.0,3.0,Non,,,,,,,,,,,,,,,Oui,autres,,,,,,,,,,,,,,,86.0,,,,RUE,,QUINCAMPOIX,753000986.0,13.0,133.0,13321.0,6524164965.0,6862710888.0
Ple Attitude Paris - Danse,75.0,Paris 2e Arrondissement,75102.0,75002.0,3.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,11.0,,,,23.0,,,,RUE,DE,CLERY,753000772.0,13.0,132.0,13211.0,6520706941.0,6863325561.0
Polynotes,75.0,Paris 11e Arrondissement,75111.0,75011.0,3.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,11.0,,,,83.0,,,,RUE,,LEON FROT,753000584.0,13.0,132.0,13211.0,6548231977.0,6862152283.0
Praz-Delavallade,75.0,Paris 3e Arrondissement,75103.0,75003.0,3.0,Non,,,,,,,,,,,,,,,Oui,autres,,,,,,,,,,,,,,,5.0,,,,RUE,DES,HAUDRIETTES,753001290.0,13.0,133.0,13321.0,6528666688.0,686258055.0
Profils et Reliefs,75.0,Paris 13e Arrondissement,75113.0,75013.0,3.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,13.0,,,,41.0,,,,RUE,DE LA,BUTTE AUX CAILLES,753000060.0,13.0,134.0,13413.0,6521001303.0,6858827831.0
Rfectoire des Cordeliers,75.0,Paris 6e Arrondissement,75106.0,75006.0,2.0,Non,,,,,,,,,,,,,,,Oui,autres,,,,,,,,,,,,,,,15.0,,,,RUE,,ECOLE DE MEDECINE,752003567.0,13.0,133.0,13321.0,6516554386.0,6861394101.0
Rencontre Internationale Danse Contemporaine - Danse,75.0,Paris 18e Arrondissement,75118.0,75018.0,3.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,11.0,,,,104.0,,,,BD,DE,CLICHY,753000961.0,13.0,132.0,13211.0,6509668547.0,6865129342.0
Renou & Poyet,75.0,Paris 8e Arrondissement,75108.0,75008.0,3.0,Non,,,,,,,,,,,,,,,Oui,autres,,,,,,,,,,,,,,,164.0,,,,RUE,DU,FAUBOURG SAINT-HONORE,753001230.0,13.0,133.0,13321.0,649340864.0,6863941498.0
Rex Club,75.0,Paris 2e Arrondissement,75102.0,75002.0,2.0,Non,,,,,,,,,,,,,,,,,,,,Oui,autre,,,,,,,,,,5.0,,,,BD,,POISSONNIERE,752003900.0,13.0,133.0,13313.0,6521194948.0,6863597472.0
Rock Salons and Solos - Danse,75.0,Paris 12e Arrondissement,75112.0,75012.0,3.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,11.0,,,,102.0,,,,AV,,DAUMESNIL,753000617.0,13.0,132.0,13211.0,6547819065.0,6860503954.0
Rockland - Danse,75.0,Paris 18e Arrondissement,75118.0,75018.0,3.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,11.0,,,,133.0,,,,RUE,,CHAMPIONNET,753000962.0,13.0,132.0,13211.0,6513828334.0,6866324264.0
SAGE Paris,75.0,Paris 7e Arrondissement,75107.0,75007.0,3.0,Non,,,,,,,,,,,,,,,Oui,autres,,,,,,,,,,,,,,,1.0,b,,,AV,DE,LOWENDAL,753001148.0,13.0,133.0,13321.0,6493761556.0,6861714022.0
Sainte-Chappelle,75.0,Paris 1er Arrondissement,75101.0,75001.0,1.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,1007079.0,,4.0,,,,BD,,PALAIS,752004388.0,21.0,211.0,21111.0,6519553282.0,6861895945.0
Salle d'Art Lyrique Conservatoire National de Musique,75.0,Paris 19e Arrondissement,75119.0,75019.0,3.0,Non,,,,,,,,,,,,,,,,,,,,Oui,autre,,,,,,,,,,209.0,,,,AV,,JEAN JAURES,753000167.0,13.0,133.0,13313.0,6553668587.0,6865576909.0
Salle de Concert de la Cit de la Musique,75.0,Paris 19e Arrondissement,75119.0,75019.0,1.0,Non,,,,,,,,,,,,,,,,,,,,Oui,autre,,,,,,,,,,2.0,,,,PL,,FONTAINE AUX LIONS,752004107.0,13.0,133.0,13313.0,6554888189.0,6865632861.0
Salle d'Orgue Conservatoire National de Musique,75.0,Paris 19e Arrondissement,75119.0,75019.0,3.0,Non,,,,,,,,,,,,,,,,,,,,Oui,autre,,,,,,,,,,209.0,,,,AV,,JEAN JAURES,753000166.0,13.0,133.0,13313.0,6553668587.0,6865576909.0
Salle Gaveau,75.0,Paris 8e Arrondissement,75108.0,75008.0,1.0,Non,,,,,,,,,,,,,,,,,,,,Oui,autre,,,,,,,,,,45.0,,,,RUE,,LA BOETIE,752003952.0,13.0,133.0,13313.0,6496968951.0,686394106.0
Salle Pleyel,75.0,Paris 8e Arrondissement,75108.0,75008.0,1.0,Non,,,,,,,,,,,,,,,,,,,,Oui,autre,,,,,,,,,,252.0,,,,RUE,,FAUBOURG SAINT-HONORE,752003951.0,13.0,133.0,13313.0,6487332092.0,6864330024.0
Salle Saint-Jean Htel de Ville,75.0,Paris 4e Arrondissement,75104.0,75004.0,2.0,Non,,,,,,,,,,,,,,,Oui,autres,,,,,,,,,,,,,,,5.0,,,,RUE,DE,LOBAU,753001074.0,13.0,133.0,13321.0,6525442411.0,6862033056.0
Salle Wagram,75.0,Paris 17e Arrondissement,75117.0,75017.0,1.0,Non,,,,,,,,,,,,,,,,,,,,Oui,autre,,,,,,,,,,39.0,,,,AV,,WAGRAM,752004077.0,13.0,133.0,13313.0,6484448176.0,6864336075.0
Salsa Con Fuerza - Danse,75.0,Paris 19e Arrondissement,75119.0,75019.0,3.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,11.0,,,,46.0,,,,QU,DE LA,MARNE,753000678.0,13.0,132.0,13211.0,654936608.0,6865835493.0
Sanz Carnero Luis - Danse,75.0,Paris 10e Arrondissement,75110.0,75010.0,3.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,11.0,,,,2.0,,,,RUE,,PERDONNET,753000830.0,13.0,132.0,13211.0,6530312528.0,6864962821.0
Schola Cantorum,75.0,Paris 5e Arrondissement,75105.0,75005.0,3.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,11.0,,,,269.0,,,,RUE,,SAINT-JACQUES,753000574.0,13.0,132.0,13211.0,6516582325.0,6860369638.0
School gallery,75.0,Paris 3e Arrondissement,75103.0,75003.0,3.0,Non,,,,,,,,,,,,,,,Oui,autres,,,,,,,,,,,,,,,322.0,,,,RUE,,SAINT MARTIN,753003370.0,13.0,133.0,13321.0,6527077688.0,6863320703.0
School Gallery Olivier Castaing,75.0,Paris 3e Arrondissement,75103.0,75003.0,3.0,Non,,,,,,,,,,,,,,,Oui,autres,,,,,,,,,,,,,,,81.0,,,,RUE,DU,TEMPLE,753000894.0,13.0,133.0,13321.0,6527797939.0,6862579767.0
Shades of Blues,75.0,Paris 3e Arrondissement,75103.0,75003.0,3.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,11.0,,,,19.0,,,,RUE,DE,POITOU,753000607.0,13.0,132.0,13211.0,6532533143.0,6862576068.0
Show Case,75.0,Paris 8e Arrondissement,75108.0,75008.0,1.0,Non,,,,,,,,,,,,,,,,,,,,Oui,autre,,,,,,,,,,,,,,PONT,,ALEXANDRE III,752003919.0,13.0,133.0,13313.0,6496916422.0,6862911925.0
Si a me Chante,75.0,Paris 12e Arrondissement,75112.0,75012.0,3.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,11.0,,,,17.0,,,,RUE,DES,MARGUETTES,753000739.0,13.0,132.0,13211.0,656553727.0,6860539959.0
Si Vous Chantiez,75.0,Paris 4e Arrondissement,75104.0,75004.0,3.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,11.0,,,,41.0,,,,RUE,DU,TEMPLE,753000608.0,13.0,132.0,13211.0,6526021717.0,6862363594.0
SPEOS Paris London Photographic Institute,75.0,Paris 11e Arrondissement,75111.0,75011.0,,Non,,,,,,,,,,,,,,,,,,,,,,,,Oui,22.0,,,,,,8.0,,,,RUE,,JULES VALLES,753003371.0,10.0,103.0,10315.0,6548921004.0,6861659407.0
Stade du Parc des Princes,75.0,Paris 16e Arrondissement,75116.0,75016.0,1.0,Non,,,,,,,,,,,,,,,,,,,,Oui,autre,,,,,,,,,,24.0,,,,RUE,,COMMANDANT GUILBAUD,752002917.0,12.0,122.0,12211.0,6450693119.0,6860461565.0
Studio 104 Maison de Radio France,75.0,Paris 16e Arrondissement,75116.0,75016.0,1.0,Non,,,,,,,,,,,,,,,,,,,,Oui,autre,,,,,,,,,,116.0,,,,AV,,PRESIDENT KENNEDY,752004071.0,13.0,133.0,13313.0,6471325911.0,6861586523.0
Studio Bercot,75.0,Paris 10e Arrondissement,75110.0,75010.0,,Non,,,,,,,,,,,,,,,,,,,,,,,,Oui,22.0,,,,,,29.0,,,,RUE,,PETITES ECURIES,751007557.0,10.0,103.0,10315.0,6524203092.0,6863932795.0
Studio Danse Energie - Danse,75.0,Paris 15e Arrondissement,75115.0,75015.0,3.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,11.0,,,,71.0,,,,RUE,,DESNOUETTES,753000637.0,13.0,132.0,13211.0,6475623046.0,6859705731.0
Studio de Danse Pilates - Danse,75.0,Paris 11e Arrondissement,75111.0,75011.0,3.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,11.0,,,,18.0,,,,PAS,DE LA,MAIN D'OR,753000837.0,13.0,132.0,13211.0,6543966344.0,6861590401.0
Studio de l'Ermitage,75.0,Paris 20e Arrondissement,75120.0,75020.0,3.0,Non,,,,,,,,,,,,,,,,,,,,Oui,autre,,,,,,,,,,8.0,,,,RUE,,ERMITAGE,752003866.0,13.0,133.0,13313.0,6553737078.0,6863498257.0
Studio Harmonic,75.0,Paris 11e Arrondissement,75111.0,75011.0,,Non,,,,,,,,,,,,,,,,,,,,,,,,Oui,14.0,,,,,,5.0,,,,PAS,,TAILLANDIERS,751007577.0,10.0,103.0,10315.0,6541174785.0,6861718891.0
Studio Harmonic - Danse,75.0,Paris 11e Arrondissement,75111.0,75011.0,3.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,11.0,,,,5.0,,,,PAS,DES,TAILLANDIERS,753000832.0,13.0,132.0,13211.0,6541174789.0,6861718891.0
Studio Le Regard du Cygne,75.0,Paris 20e Arrondissement,75120.0,75020.0,3.0,Non,,,,,,,,,,,,,,,,,,,,Oui,autre,,,,,,,,,,210.0,,,,RUE,DE,BELLEVILLE,753001089.0,13.0,133.0,13312.0,6556347956.0,6864074394.0
Studio Magenia - Danse,75.0,Paris 2e Arrondissement,75102.0,75002.0,3.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,11.0,,,,16.0,,,,RUE,,SAINT-MARC,753000773.0,13.0,132.0,13211.0,6516188302.0,6863584609.0
Studio Massaro - Danse,75.0,Paris 11e Arrondissement,75111.0,75011.0,3.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,11.0,,,,290.0,,,,BD,,VOLTAIRE,753000838.0,13.0,132.0,13211.0,6555306525.0,6861195273.0
Studio Maubourg - Danse,75.0,Paris 7e Arrondissement,75107.0,75007.0,3.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,11.0,,,,6.0,,,,AV,DE,LA MOTTE-PICQUET,753000649.0,13.0,132.0,13211.0,6493277566.0,6862119246.0
Studio Mixage Mastering,75.0,Paris 10e Arrondissement,75110.0,75010.0,3.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,11.0,,,,28.0,,,,RUE,DES,PETITES ECURIES,753000668.0,13.0,132.0,13211.0,652432585.0,6863943175.0
Studio Paul,75.0,Paris 11e Arrondissement,75111.0,75011.0,3.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,11.0,,,,126.0,,,,AV,,PHILIPPE-AUGUSTE,753000260.0,13.0,132.0,13211.0,6552663584.0,6862145081.0
Studio Raspail,75.0,Paris 14e Arrondissement,75114.0,75014.0,2.0,Non,,,,,,,,,,,,,,,,,,,,Oui,autre,,,,,,,,,,216.0,,,,BD,,RASPAIL,753001108.0,13.0,133.0,13312.0,650809046.0,6860279583.0
Sudden Thtre,75.0,Paris 18e Arrondissement,75118.0,75018.0,3.0,Non,,,,,,,,,,,,,,,,,,,,Oui,autre,,,,,,,,,,14.0,b,,,RUE,,SAINTE-ISAURE,752003843.0,13.0,133.0,13312.0,6519220301.0,6866166419.0
Suzanne Tarasieve Paris,75.0,Paris 3e Arrondissement,75103.0,75003.0,3.0,Non,,,,,,,,,,,,,,,Oui,autres,,,,,,,,,,,,,,,7.0,,,,RUE,,PASTOURELLE,753001298.0,13.0,133.0,13321.0,6531129168.0,6862619737.0
Swing Romane Academy,75.0,Paris 19e Arrondissement,75109.0,75009.0,3.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,11.0,,,,11.0,,,,RUE,,MANSART,943005499.0,13.0,132.0,13211.0,6510605859.0,6864880936.0
SWM - Danse,75.0,Paris 10e Arrondissement,75110.0,75010.0,3.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,11.0,,,,3.0,,,,RUE,D',HAUTEVILLE,753000831.0,13.0,132.0,13211.0,6522992411.0,6863658951.0
Tarmac de la Villette,75.0,Paris 19e Arrondissement,75119.0,75019.0,3.0,Non,,,,,,,,,,,,,,,,,,,,Oui,autre,,,,,,,,,,211.0,,,,AV,,JEAN JAURES,752003851.0,13.0,133.0,13312.0,6554502281.0,6865609151.0
Tenniseum - Muse de Roland Garros,75.0,Paris 16e Arrondissement,75116.0,75016.0,3.0,Non,,,,,,,,,,,,Oui,SANS,,,,,,,,,,,,,,,Oui,25660.0,,2.0,,,,AV,,GORDON BENNETT,752003658.0,13.0,133.0,13311.0,6450275738.0,6861083936.0
TF Gospel Singers,75.0,Paris 15e Arrondissement,75115.0,75015.0,3.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,11.0,,,,13.0,,,,PL,,ETIENNE PERNET,753000749.0,13.0,132.0,13211.0,6480968721.0,6860550685.0
The Dailey Method - Danse,75.0,Paris 16e Arrondissement,75116.0,75016.0,3.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,11.0,,,,71.0,,,,AV,,VICTOR HUGO,753000949.0,13.0,132.0,13211.0,6477227494.0,6863607813.0
The Groove Academy,75.0,Paris 11e Arrondissement,75111.0,75011.0,3.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,11.0,,,,23.0,,,,RUE,,FAIDHERBE,753000736.0,13.0,132.0,13211.0,6547430141.0,6861527616.0
Thtre 13,75.0,Paris 13e Arrondissement,75113.0,75013.0,3.0,Non,,,,,,,,,,,,,,,,,,,,Oui,autre,,,,,,,,,,24.0,,,,RUE,,DAVIEL,752003796.0,13.0,133.0,13312.0,6518945422.0,6858922239.0
Thtre 13 Seine,75.0,Paris 13e Arrondissement,75113.0,75013.0,3.0,Non,,,,,,,,,,,,,,,,,,,,Oui,thtre de ville,,,,,,,,,,30.0,,,,RUE,,CHEVALERET,753002119.0,13.0,133.0,13312.0,6542820191.0,6858798389.0
Thtre 14 Jean-Marie Serreau,75.0,Paris 14e Arrondissement,75114.0,75014.0,3.0,Non,,,,,,,,,,,,,,,,,,,,Oui,thtre de ville,,,,,,,,,,20.0,,,,AV,,MARC SANGNIER,752003809.0,13.0,133.0,13312.0,6491113612.0,6858649563.0
Thtre Andr Bourvil,75.0,Paris 11e Arrondissement,75111.0,75011.0,3.0,Non,,,,,,,,,,,,,,,,,,,,Oui,autre,,,,,,,,,,13.0,,,,RUE,,BOULETS,752003760.0,13.0,133.0,13312.0,6553030474.0,6861278956.0
Thtre Antoine - Simone Berriau,75.0,Paris 10e Arrondissement,75110.0,75010.0,2.0,Non,,,,,,,,,,,,,,,,,,,,Oui,autre,,,,,,,,,,14.0,,,,BD,,STRASBOURG,752003758.0,13.0,133.0,13312.0,6527023334.0,6863590023.0
Thtre Artistic Athevains,75.0,Paris 11e Arrondissement,75111.0,75011.0,3.0,Non,,,,,,,,,,,,,,,,,,,,Oui,autre,,,,,,,,,,45.0,b,,,RUE,,RICHARD LENOIR,752003783.0,13.0,133.0,13312.0,6545811602.0,6862025955.0
Thtre aux Mains Nues,75.0,Paris 20e Arrondissement,75120.0,75020.0,3.0,Non,,,,,,,,,,,,,,,,,,,,Oui,autre,,,,,,,,,,7.0,,,,SQ,,CARDEURS,752003864.0,13.0,133.0,13312.0,6565581014.0,6862228435.0
Thtre Bobino,75.0,Paris 14e Arrondissement,75114.0,75014.0,1.0,Non,,,,,,,,,,,,,,,,,,,,Oui,autre,,,,,,,,,,20.0,,,,RUE,,GAITE,752003804.0,13.0,133.0,13312.0,6503524114.0,6860186101.0
Thtre Centre Mandapa,75.0,Paris 13e Arrondissement,75113.0,75013.0,3.0,Non,,,,,,,,,,,,,,,,,,,,Oui,autre,,,,,,,,,,6.0,,,,RUE,,WURTZ,752003800.0,13.0,133.0,13312.0,651925396.0,6858812261.0
Thtre Centre Wallonie - Bruxelles,75.0,Paris 4e Arrondissement,75104.0,75004.0,3.0,Non,,,,,,,,,,,,,,,,,,,,Oui,autre,,,,,,,,,,46.0,,,,RUE,,QUINCAMPOIX,752003693.0,13.0,133.0,13312.0,6523520958.0,6862527421.0
Thtre Clavel,75.0,Paris 19e Arrondissement,75119.0,75019.0,3.0,Non,,,,,,,,,,,,,,,,,,,,Oui,autre,,,,,,,,,,3.0,,,,RUE,,CLAVEL,752003848.0,13.0,133.0,13312.0,6549005165.0,6863991352.0
Thtre Comedia,75.0,Paris 10e Arrondissement,75110.0,75010.0,2.0,Non,,,,,,,,,,,,,,,,,,,,Oui,autre,,,,,,,,,,4.0,,,,BD,,STRASBOURG,752003757.0,13.0,133.0,13312.0,6526696559.0,6863503757.0
Thtre Comdie des Boulevards,75.0,Paris 2e Arrondissement,75102.0,75002.0,3.0,Non,,,,,,,,,,,,,,,,,,,,Oui,autre,,,,,,,,,,39.0,,,,RUE,DU,SENTIER,753000011.0,13.0,133.0,13312.0,6520521566.0,6863556746.0
Thtre Comedie des Champs-Elyses,75.0,Paris 8e Arrondissement,75108.0,75008.0,2.0,Non,,,,,,,,,,,,,,,,,,,,Oui,autre,,,,,,,,,,15.0,,,,AV,,MONTAIGNE,752003722.0,13.0,133.0,13312.0,6488885182.0,6863074541.0
Thtre Ct Cour,75.0,Paris 11e Arrondissement,75111.0,75011.0,3.0,Non,,,,,,,,,,,,,,,,,,,,Oui,autre,,,,,,,,,,12.0,,,,RUE,,EDOUARD LOCKROY,752003765.0,13.0,133.0,13312.0,6541159751.0,6863045923.0
Thtre Darius Milhaud,75.0,Paris 19e Arrondissement,75119.0,75019.0,3.0,Non,,,,,,,,,,,,,,,,,,,,Oui,autre,,,,,,,,,,80.0,,,,ALL,,DARIUS MILHAUD,752003849.0,13.0,133.0,13312.0,6555029391.0,6865273543.0
Thtre Daunou,75.0,Paris 2e Arrondissement,75102.0,75002.0,2.0,Non,,,,,,,,,,,,,,,,,,,,Oui,autre,,,,,,,,,,7.0,,,,RUE,,DAUNOU,752003669.0,13.0,133.0,13312.0,6509921565.0,6863463804.0
Thtre de Dix Heures,75.0,Paris 18e Arrondissement,75118.0,75018.0,3.0,Non,,,,,,,,,,,,,,,,,,,,Oui,autre,,,,,,,,,,36.0,,,,BD,,CLICHY,752003834.0,13.0,133.0,13312.0,6513336161.0,6864967325.0
Thtre de Fortune,75.0,Paris 13e Arrondissement,75113.0,75013.0,3.0,Non,,,,,,,,,,,,,,,,,,,,Oui,autre,,,,,,,,,,22.0,,,,RUE,,BOBILLOT,753000378.0,13.0,133.0,13312.0,6525335944.0,6858984532.0
Thtre de la Bastille,75.0,Paris 11e Arrondissement,75111.0,75011.0,2.0,Non,,,,,,,,,,,,,,,,,,,,Oui,autre,,,,,,,,,,76.0,,,,RUE,,ROQUETTE,752003784.0,13.0,133.0,13312.0,6541819259.0,686193927.0
Thtre de la Boutonnire,75.0,Paris 11e Arrondissement,75111.0,75011.0,3.0,Non,,,,,,,,,,,,,,,,,,,,Oui,autre,,,,,,,,,,25.0,,,,RUE,,POPINCOURT,753001099.0,13.0,133.0,13312.0,6542687864.0,6862195577.0
